"service_id","date","exception_type"
"66468","20230503","1"
"66468","20230504","1"
"66468","20230505","1"
"66468","20230506","1"
"66468","20230507","1"
"66468","20230508","1"
"66468","20230509","1"
"66468","20230510","1"
"66468","20230511","1"
"66468","20230512","1"
"66468","20230513","1"
"66468","20230514","1"
"66468","20230515","1"
"66468","20230516","1"
"66468","20230517","1"
"66468","20230518","1"
"66468","20230519","1"
"66468","20230520","1"
"66468","20230521","1"
"66468","20230522","1"
"66468","20230523","1"
"66468","20230524","1"
"66468","20230525","1"
"66468","20230526","1"
"66468","20230527","1"
"66468","20230528","1"
"66468","20230529","1"
"66468","20230530","1"
"66468","20230531","1"
"66468","20230601","1"
"66468","20230602","1"
"66468","20230603","1"
"66468","20230604","1"
"66468","20230605","1"
"66468","20230606","1"
"66468","20230607","1"
"66468","20230608","1"
"66468","20230609","1"
"66468","20230610","1"
"66468","20230611","1"
"66468","20230612","1"
"66468","20230613","1"
"66468","20230614","1"
"66468","20230615","1"
"66468","20230616","1"
"66468","20230617","1"
"66468","20230618","1"
"66468","20230619","1"
"66468","20230620","1"
"66468","20230621","1"
"66468","20230622","1"
"66468","20230623","1"
"66468","20230624","1"
"66468","20230625","1"
"66468","20230626","1"
"66468","20230627","1"
"66468","20230628","1"
"66468","20230629","1"
"66468","20230630","1"
"66468","20230701","1"
"66468","20230702","1"
"66468","20230703","1"
"66468","20230704","1"
"66468","20230705","1"
"66468","20230706","1"
"66468","20230707","1"
"66468","20230708","1"
"66468","20230709","1"
"66468","20230710","1"
"66468","20230711","1"
"66468","20230712","1"
"66468","20230713","1"
"66468","20230714","1"
"66468","20230715","1"
"66468","20230716","1"
"66468","20230717","1"
"66468","20230718","1"
"66468","20230719","1"
"66468","20230720","1"
"66468","20230721","1"
"66468","20230722","1"
"66468","20230723","1"
"66468","20230724","1"
"66468","20230725","1"
"66468","20230726","1"
"66468","20230727","1"
"66468","20230728","1"
"66468","20230729","1"
"66468","20230730","1"
"66468","20230731","1"
"66468","20230801","1"
"66468","20230802","1"
"66468","20230803","1"
