"agency_id","route_id","route_short_name","route_long_name","route_type","route_desc","route_color","route_text_color"
"9020","1","","Košice-Wien Hbf","2","","FF671F","FFFFFF"
"9020","2","","Wien Hbf-Košice","2","","FF671F","FFFFFF"
"9020","3","","Przemysl Gl.-Budapest-Nyugati pu","2","","FF671F","FFFFFF"
"9020","4","","Púchov-Praha-Vršovice","2","","FF671F","FFFFFF"
"9020","5","","Praha-Vršovice-Púchov","2","","FF671F","FFFFFF"
"9020","7","","Praha hl.n.-Púchov","2","","FF671F","FFFFFF"
"9020","8","","Budapest-Nyugati pu-Warszawa Wschodnia","2","","FF671F","FFFFFF"
"9020","9","","Warszawa Wschodnia-Budapest-Nyugati pu","2","","FF671F","FFFFFF"
"9020","10","","Žilina-Praha-Vršovice","2","","FF671F","FFFFFF"
"9020","11","","Praha hl.n.-Žilina","2","","FF671F","FFFFFF"
"9020","12","","Žilina-Praha hl.n.","2","","FF671F","FFFFFF"
"9020","14","","Praha-Vršovice-Žilina","2","","FF671F","FFFFFF"
"9020","15","","Bratislava hl.st.-Zürich HB","2","","FF671F","FFFFFF"
"9020","16","","Zürich HB-Bratislava hl.st.","2","","FF671F","FFFFFF"
"9020","17","","Budapest-Nyugati pu-Hamburg-Altona","2","","FF671F","FFFFFF"
"9020","18","","Hamburg-Altona-Budapest-Nyugati pu","2","","FF671F","FFFFFF"
"9020","19","","Budapest-Keleti pu-Košice","2","","FF671F","FFFFFF"
"9020","20","","Košice-Budapest-Keleti pu","2","","FF671F","FFFFFF"
"9020","25","","Košice-Praha hl.n.","2","","FF671F","FFFFFF"
"9020","26","","Praha hl.n.-Košice","2","","FF671F","FFFFFF"
"9020","27","","Košice-Ostrava-Vítkovice","2","","FF671F","FFFFFF"
"9020","28","","Ostrava-Vítkovice-Košice","2","","FF671F","FFFFFF"
"9020","29","","Budapest-Nyugati pu-Praha hl.n.","2","","FF671F","FFFFFF"
"9020","30","","Brno hl.n.-Budapest-Nyugati pu","2","","FF671F","FFFFFF"
"9020","32","","Praha hl.n.-Budapest-Nyugati pu","2","","FF671F","FFFFFF"
"9020","35","","Nové Zámky-Praha hl.n.","2","","FF671F","FFFFFF"
"9020","36","","Praha hl.n.-Nové Zámky","2","","FF671F","FFFFFF"
"9020","37","","Žilina-Ostrava-Svinov","2","","FF671F","FFFFFF"
"9020","38","","Ostrava-Svinov-Žilina","2","","FF671F","FFFFFF"
"9020","40","","Humenné-Praha hl.n.","2","","FF671F","FFFFFF"
"9020","41","","Praha hl.n.-Humenné","2","","FF671F","FFFFFF"
"9020","42","","Berlin Hbf (tief)-Budapest-Nyugati pu","2","","FF671F","FFFFFF"
"9020","43","","Budapest-Nyugati pu-Břeclav","2","","FF671F","FFFFFF"
"9020","44","","Břeclav-Budapest-Nyugati pu","2","","FF671F","FFFFFF"
"9020","45","","Košice-Bratislava hl.st.","2","","FF671F","FFFFFF"
"9020","46","","Bratislava hl.st.-Košice","2","","FF671F","FFFFFF"
"9020","48","","Humenné-Bratislava hl.st.","2","","FF671F","FFFFFF"
"9020","49","","Bratislava hl.st.-Humenné","2","","FF671F","FFFFFF"
"9020","50","","Bratislava hl.st.-Poprad-Tatry","2","","FF671F","FFFFFF"
"9020","51","","Martin-Bratislava hl.st.","2","","FF671F","FFFFFF"
"9020","52","","Bratislava hl.st.-Vrútky","2","","FF671F","FFFFFF"
"9020","53","","Poprad-Tatry-Bratislava hl.st.","2","","FF671F","FFFFFF"
"9020","54","","Púchov-Bratislava hl.st.","2","","FF671F","FFFFFF"
"9020","55","","Bratislava hl.st.-Žilina","2","","FF671F","FFFFFF"
"9020","56","","Žilina-Bratislava hl.st.","2","","FF671F","FFFFFF"
"9020","57","","Bratislava hl.st.-Púchov","2","","FF671F","FFFFFF"
"9020","58","","Žilina-Trenčín","2","","FF671F","FFFFFF"
"9020","59","","Bratislava hl.st.-Trenčín","2","","FF671F","FFFFFF"
"9020","60","","Trnava-Bratislava hl.st.","2","","FF671F","FFFFFF"
