"stop_id","stop_name","stop_lat","stop_lon","stop_code","location_type","parent_station","wheelchair_boarding"
"142406","Huncovce","49.12092","20.37415","","","",""
"158261","Hurbanovo","47.87665","18.20306","","","",""
"152603","Hutníky","48.60971","21.207095","","","",""
"143602","Chmeľnica","49.292229","20.730694","","","",""
"900013","Choceň","49.993742","16.223949","","","",""
"380105","Chop","48.432284","22.205437","","","",""
"5433244","Chotěbuz (Kocobedz)","49.78140495907513","18.597763648329817","","","",""
"158360","Chotín","47.80879","18.19003","","","",""
"154864","Chrabrany","48.53156","18.14782","","","",""
"134106","Chrasť n.Hornádom","48.92571","20.70038","","","",""
"172957","Chrenovec","48.77808","18.71273","","","",""
"5100819","Chrzanow Srodmiescie","50.14419524957765","19.413660643733383","","","",""
"143230","Chvatimech","48.80285","19.55804","","","",""
"151969","Chynorany","48.60825","18.27489","","","",""
"170258","Ilava","49.00178","18.23645","","","",""
"5501582","Inancs","48.29087440134134","21.05750386137402","","","",""
"11874","Innsbruck Hbf","47.263343","11.400505","","","",""
"163964","Ipeľský Sokolec","48.02372","18.8024","","","",""
"176453","Istebné","49.20139","19.22812","","","",""
"132563","Ivanka pri Dunaji","48.19473","17.25961","","","",""
"152769","Ivanka pri Nitre","48.24473","18.10955","","","",""
"141663","Jablonica","48.6065","17.4099","","","",""
"135202","Jaklovce","48.87386","20.97958","","","",""
"141531","Jalná","48.58728","18.95557","","","",""
"173450","Jalovec","48.77279","18.74485","","","",""
"5100233","Jaroslaw","50.01092297990164","22.677537644108657","","","",""
"900081","Jaslo","49.737829","21.470685","","","",""
"131631","Jastrabá","48.644","18.924296","","","",""
"133967","Jatov","48.11894","18.00694","","","",""
"371757","Javorník n.Veličkou zast.","48.860668","17.520984","","","",""
"130633","Jazernica","48.92809","18.83445","","","",""
"900076","Jedlicze","49.718914","21.647752","","","",""
"154062","Jelšovce","48.38361","18.05275","","","",""
"138032","Jesenské","48.29992","20.06199","","","",""
"156661","Jesenské údolie","48.16077","18.41816","","","",""
"138230","Jesenské zast.","48.30517","20.07705","","","",""
"148130","Kalinovo","48.3944","19.70349","","","",""
"156968","Kalná n.Hronom","48.20396","18.51699","","","",""
"137307","Kalša","48.61602","21.53344","","","",""
"154765","Kamanová","48.46654","18.0954","","","",""
"160804","Kamenica n.Cirochou","48.93382","21.99009","","","",""
"160903","Kamenica n.Cirochou dv.","48.93636","22.00094","","","",""
"163667","Kamenín","47.88865","18.64224","","","",""
"163766","Kamenný Most n.Hronom","47.84901","18.65473","","","",""
"158006","Kapušany pri Prešove","49.04353","21.32047","","","",""
"336743","Karviná hl.n.","49.855930","18.527538","","","",""
"143461","Kátov","48.82832","17.17767","","","",""
"73312","Katowice","50.258113","19.017598","","","",""
"157305","Kendice","48.92605","21.24758","","","",""
"142307","Kežmarok","49.13937","20.42392","","","",""
"142505","Kežmarok zast.","49.1499","20.42958","","","",""
"142604","Kežmarok-Pradiareň","49.1627","20.44722","","","",""
"30023","Kittsee","48.081575","17.071108","","","",""
"159368","Kľačany","48.38699","17.86779","","","",""
"177758","Kľače","49.10672","18.6445","","","",""
"8101050","Klamm-Schottwien","47.66528181194704","15.872439455939952","","","",""
"130435","Kláštor p.Znievom","48.95647","18.85247","","","",""
"142661","Klčovany","48.45205","17.51179","","","",""
"900041","Kledering b.Wien","48.133066","16.439415","","","",""
"134809","Kluknava","48.91417","20.94878","","","",""
"166108","Kľušov","49.26098","21.25061","","","",""
"161661","Kmeťovo","48.1682","18.27667","","","",""
"153130","Kociha","48.48456","19.95134","","","",""
"164707","Kochanovce","48.95402","21.94541","","","",""
"149633","Kokava n.Rim.-Liešnica","48.546038","19.830037","","","",""
"149435","Kokava n.Rimavicou","48.567064","19.841877","","","",""
"534149","Kolín","50.024741","15.213938","","","",""
"84129","Komancza","49.346268","22.080617","","","",""
"900062","Komancza Letnisko","49.346343","22.080659","","","",""
"159707","Komárany","48.91316","21.63855","","","",""
"149062","Komárno","47.76885","18.12563","","","",""
"152462","Komjatice","48.15212","18.16419","","","",""
"154161","Koniarovce","48.42991","18.09063","","","",""
"177550","Konská pri Rajci","49.123118","18.667196","","","",""
"143362","Kopčany","48.77176","17.12153","","","",""
"135806","Kostoľany n.Hornádom","48.79561","21.24592","","","",""
"138560","Kostolná-Záriečie","48.87764","17.97523","","","",""
"172452","Koš","48.7487","18.57422","","","",""
"170357","Košeca","49.0143","18.2573","","","",""
"136002","Košice","48.72257","21.26749","","","",""
"136200","Košice predmestie","48.70881","21.26596","","","",""
"161505","Koškovce","49.05136","21.9551","","","",""
"130237","Košťany n.Turcom","49.02866","18.90593","","","",""
"157560","Kozárovce","48.31087","18.53581","","","",""
"146134","Kozelník","48.51581","19.00458","","","",""
"5100028","Krakow Glowny","50.06940346619221","19.94787276162726","","","",""
"5100240","Krakow Plaszow","50.03465487474004","19.974618083052764","","","",""
"131615","Kráľova Lehota","49.02552","19.78643","","","",""
"174755","Kraľovany","49.15250","19.12977","","","",""
"174953","Kraľovany zast.","49.17633","19.13328","","","",""
"178558","Krásna Hôrka","49.32141","19.54507","","","",""
"136606","Krásna n.Hornádom","48.67015","21.29632","","","",""
"182154","Krásno n.Kysucou","49.37864","18.83619","","","",""
"162503","Krásny Brod","49.24189","21.90393","","","",""
"131235","Kremnica","48.69749","18.92398","","","",""
"131334","Kremnické Bane","48.74285","18.90261","","","",""
"176750","Krivá","49.28810","19.47557","","","",""
"135236","Kriváň","48.5288","19.44532","","","",""
"164400","Krivany","49.16502","20.93446","","","",""
"150268","Križovany n.Dudváhom","48.33031","17.66125","","","",""
"134601","Krompachy","48.92119","20.88626","","","",""
"900069","Krosno","49.694153","21.748115","","","",""
"900083","Krosno Miasto","49.682475","21.773559","","","",""
"178350","Krpeľany","49.12643","19.08349","","","",""
"147132","Krupina","48.3466950","19.0683880","","","",""
"147330","Krupina predm.","48.360475","19.067410","","","",""
"155168","Krušovce","48.58282","18.20187","","","",""
"5101863","Krzeszowice","50.131223916246164","19.632272958540906","","","",""
"21840","Kufstein","47.583003","12.165951","","","",""
"130369","Kuklov","48.64937","17.06962","","","",""
"130161","Kúty","48.66220","17.04712","","","",""
"137406","Kuzmice","48.58176","21.57933","","","",""
"135608","Kysak","48.85289","21.22461","","","",""
"182451","Kysucké Nové Mesto","49.30594","18.78479","","","",""
"158105","Lada","49.04729","21.3591","","","",""
"170456","Ladce","49.03469","18.29047","","","",""
"5101932","Lancut","50.081435193742465","22.22761670637047","","","",""
"900017","Landeck-Zams","47.148514","10.578044","","","",""
"900040","Lanzendorf-Rannersdorf","48.113263","16.447611","","","",""
"137604","Lastovce","48.53344","21.62271","","","",""
"137166","Leopoldov","48.44169","17.75937","","","",""
"159160","Leopoldov zast.","48.44872","17.7758","","","",""
"133306","Letanovce","48.97371","20.4606","","","",""
"157164","Levice","48.21146","18.59303","","","",""
"157206","Ličartovce","48.87328","21.24106","","","",""
"175059","Lietavská Lúčka","49.1757","18.7187","","","",""
"152736","Likier","48.56132","19.96319","","","",""
"10736","Linz Hbf","48.291590","14.291429","","","",""
"164103","Lipany","49.15223","20.96004","","","",""
"900012","Lipník n.Bečvou","49.529181","17.572653","","","",""
"158600","Lipníky","49.0488","21.40544","","","",""
"900046","Lipov","48.909691","17.457794","","","",""
"130815","Liptovská Teplá","49.09949","19.41673","","","",""
"131813","Liptovské Vlachy","49.08783","19.47448","","","",""
"131417","Liptovský Hrádok","49.03773","19.72117","","","",""
"131011","Liptovský Mikuláš","49.09185","19.60526","","","",""
"130914","Lisková zast.","49.08743","19.3537","","","",""
"156760","Lok","48.18543","18.47245","","","",""
"143032","Lopej","48.81550","19.4982","","","",""
"900043","Louka u Ostrohu","48.912440","17.484548","","","",""
"339846","Louky n.Olší","49.7952368817686","18.587161143328064","","","",""
"135533","Lovinobaňa","48.44486","19.57539","","","",""
"135830","Lovinobaňa zastávka","48.433992","19.58541","","","",""
"161406","Ľubiša","49.0032","21.94405","","","",""
"130112","Ľubochňa","49.12709","19.17182","","","",""
"165308","Ľubotín","49.26243","20.87341","","","",""
"142331","Lučatín","48.78151","19.31407","","","",""
"136135","Lučenec","48.33574","19.66747","","","",""
"132407","Lučivná","49.05973","20.14225","","","",""
"162065","Lúčnica n.Žitavou","48.21125","18.28161","","","",""
"154567","Ludanice","48.50421","18.119","","","",""
"134262","Ľudovítov","48.03503","18.11395","","","",""
"900024","Ludwigslust","53.335154","11.494479","","","",""
"175455","Lúky p.Makytou","49.190886","18.227490","","","",""
"900067","Lupkow","49.247482","22.058922","","","",""
"153361","Lužianky","48.35187","18.02417","","","",""
"179853","Lysá p.Makytou","49.184015","18.144608","","","",""
"182758","Makov","49.37223","18.48448","","","",""
"135301","Malá Lodina","48.874","21.13422","","","",""
"161562","Malá Maňa","48.13646","18.25823","","","",""
"130864","Malacky","48.43309","17.02287","","","",""
"130732","Malý Čepčín","48.90456","18.84354","","","",""
"161463","Maňa","48.15565","18.2706","","","",""
"155424","Maňa zast.","48.14646","18.26418","","","",""
"134908","Margecany","48.89415","21.01378","","","",""
"135004","Margecany zast.","48.8895","21.04085","","","",""
"28993","Marchegg","48.249556","16.919018","","","",""
"133900","Markušovce","48.91051","20.63438","","","",""
"130138","Martin","49.06494","18.91583","","","",""
"162164","Martinová","48.19866","18.28008","","","",""
"134007","Matejovce n.Hornádom","48.917","20.66896","","","",""
"142000","Matejovce pri Poprade","49.08152","20.33396","","","",""
"142232","Medzibrod","48.79159","19.35742","","","",""
"176255","Medzibrodie n.Oravou","49.23408","19.34611","","","",""
"162206","Medzilaborce","49.26163","21.9056","","","",""
"162602","Medzilaborce mesto","49.274187","21.90119","","","",""
"138362","Melčice","48.836730","17.918657","","","",""
"5500015","Mezökövesd","47.79738888168373","20.567271500323898","","","",""
"5100218","Miechow","50.354531721752565","20.011665207295362","","","",""
"161760","Michal n.Žitavou","48.18479","18.28199","","","",""
"137505","Michaľany","48.52131","21.62626","","","",""
"151639","Michalová","48.76554","19.77671","","","",""
"151530","Michalová zast.","48.77372","19.75601","","","",""
"167304","Michalovce","48.7512","21.8991","","","",""
"5500018","Miskolc Tiszai pu","48.09886852369865","20.812473810780343","","","",""
"153262","Mlynárce","48.32522","18.03967","","","",""
"145706","Mlynky","48.85463","20.40733","","","",""
"145904","Mlynky zast.","48.85094","20.42666","","","",""
"151068","Mníchova Lehota","48.81305","18.08771","","","",""
"148809","Mníšek n.Hnilcom","48.81154","20.8151","","","",""
"161000","Modra n.Cirochou","48.94821","22.03552","","","",""
"900011","Mohelnice","49.776781","16.942582","","","",""
"174458","Mokraď","49.23551","19.30888","","","",""
"151902","Mokrance","48.59104","21.02187","","","",""
"900066","Mokre Malopolskie","49.447593","22.167732","","","",""
"151704","Moldava n.Bodvou","48.60156","21.00331","","","",""
"152306","Moldava n.Bodvou mesto","48.60907","21.0039","","","",""
"162701","Monastyr","49.22785","21.89447","","","",""
"130567","Moravský Svätý Ján","48.58654","17.00862","","","",""
"900077","Morochow","49.462247","22.185611","","","",""
"341040","Mosty u Jablunkova (Mosty kolo Jabl.)","49.524221","18.751751","","","",""
"341149","Mosty u Jablunkova z. (Mosty kolo J.pr.)","49.508050","18.751474","","","",""
"2200033","Mukatschewo","48.4302969987324","22.71131669143132","","","",""
"900057","Müllendorf","47.834108","16.459737","","","",""
"31443","Mürzzuschlag","47.607844","15.676948","","","",""
"82404","Muszyna","49.346471","20.893124","","","",""
"135160","Mužla","47.81328","18.59562","","","",""
"143768","Myjava","48.76357","17.57053","","","",""
"135731","Mýtna","48.46569","19.54843","","","",""
"154666","Mýtna Nová Ves","48.48402","18.10352","","","",""
"10488","Nagymaros-Visegrad","47.791346","18.959139","","","",""
"148304","Nálepkovo","48.83855","20.63009","","","",""
"148403","Nálepkovo-Peklisko","48.81655","20.5478","","","",""
"336248","Návsí (Nawsie)","49.590227","18.754783","","","",""
"142737","Nemecká","48.81095","19.41702","","","",""
"144766","Nemšová","48.96766","18.12176","","","",""
"900032","Neudorf b.Parndorf","48.009004","16.938281","","","",""
"900058","Neufeld/Leitha","47.868449","16.381264","","","",""
"8101277","Neunkirchen NÖ","47.731741871737725","16.085102998269033","","","",""
"178756","Nezbudská Lúčka-Strečno","49.18221","18.86957","","","",""
"153064","Nitra","48.3016","18.07969","","","",""
"153163","Nitra zastávka","48.311813","18.056779","","","",""
"176859","Nižná","49.31001","19.52887","","","",""
"136804","Nižná Myšľa","48.62906","21.37184","","","",""
"162107","Nižné Čabiny","49.17302","21.90111","","","",""
"143305","Nižné Ružbachy","49.27636","20.57858","","","",""
"159905","Nižný Hrabovec","48.85676","21.75205","","","",""
"182857","Nižný Kelčov","49.37696","18.50705","","","",""
"150839","Nižný Skálnik","48.45314","19.96755","","","",""
"177352","Nosice","49.129327","18.355643","","","",""
"140335","Nová Baňa","48.41351","18.64773","","","",""
"140004","Nová Lesná","49.11597","20.26201","","","",""
"145037","Nová Maša","48.83642","20.05165","","","",""
"140608","Nová Polianka","49.11849","20.15094","","","",""
"162362","Nová Ves n.Žitavou","48.29231","18.32099","","","",""
"134965","Nová Vieska","47.86876","18.46082","","","",""
"5500949","Novajidrany","48.40472737345364","21.171084140716502","","","",""
"172353","Nováky","48.71803","18.53655","","","",""
"138164","Nové Mesto n.Váhom","48.75169","17.83573","","","",""
"134361","Nové Zámky","47.99445","18.17388","","","",""
"141200","Nový Smokovec","49.13688","20.21594","","","",""
"900064","Nowy Lupkow","49.252208","22.082466","","","",""
"900082","Nowy Zagorz","49.521074","22.259057","","","",""
"157404","Obišovce","48.8618","21.23898","","","",""
