100000457,8010403,1,18:40:00,18:40:00
100000457,5100069,10,23:02:00,23:08:00
100000457,5100003,11,23:31:00,23:32:00
100000457,5100046,12,23:57:00,23:59:00
100000457,5100119,13,24:28:00,24:30:00
100000457,5100263,14,24:56:00,24:58:00
100000457,900001,15,25:12:00,25:13:00
100000457,341248,16,25:19:00,26:15:00
100000457,343640,17,26:22:00,26:24:00
100000457,334250,18,28:40:00,28:55:00
100000457,130161,19,29:11:00,29:12:00
100000457,31377,2,18:47:00,18:52:00
100000457,132068,20,29:54:00,29:57:00
100000457,134361,21,30:57:00,30:59:00
100000457,135269,22,31:24:00,31:27:00
100000457,104471,23,31:59:00,32:00:00
100000457,100339,24,32:29:00,32:29:00
100000457,78717,3,18:59:00,19:03:00
100000457,8010113,4,19:46:00,19:49:00
100000457,5100082,5,20:09:00,20:12:00
100000457,5100222,6,20:57:00,20:59:00
100000457,5100012,7,21:35:00,21:37:00
100000457,5100308,8,22:04:00,22:05:00
100000457,5100035,9,22:19:00,22:20:00
114,5100234,1,7:40:00,7:40:00
114,5100228,10,9:19:00,9:20:00
114,80630,11,9:39:00,9:43:00
114,5100671,12,9:59:00,10:00:00
114,5100227,13,10:07:00,10:08:00
114,5100240,14,10:29:00,10:30:00
114,5100028,15,10:37:00,10:45:00
114,73312,16,11:35:00,11:39:00
114,73700,17,11:54:00,11:55:00
114,900003,18,12:32:00,12:34:00
114,900002,19,12:48:00,12:49:00
114,5102825,2,7:43:00,7:44:00
114,900001,20,13:06:00,13:07:00
114,341248,21,13:13:00,13:42:00
114,343640,22,13:49:00,13:51:00
114,344341,23,13:57:00,13:59:00
114,337220,24,14:25:00,14:26:00
114,346627,25,14:44:00,14:45:00
114,355750,26,15:01:00,15:04:00
114,361451,27,15:16:00,15:17:00
114,338459,28,15:33:00,15:34:00
114,334250,29,15:45:00,15:55:00
114,5103068,3,7:57:00,7:58:00
114,130161,30,16:11:00,16:12:00
114,132068,31,17:01:00,17:05:00
114,134361,32,18:09:00,18:10:00
114,135269,33,18:36:00,18:40:00
114,105049,34,18:50:00,18:51:00
114,10488,35,19:01:00,19:02:00
114,104471,36,19:15:00,19:23:00
114,100339,37,19:49:00,19:49:00
114,5100233,4,8:09:00,8:10:00
114,5100195,5,8:20:00,8:21:00
114,5101932,6,8:35:00,8:36:00
114,900080,7,8:47:00,8:50:00
114,5103349,8,9:04:00,9:05:00
114,5103157,9,9:11:00,9:12:00
1152,7900018,10,26:48:00,26:49:00
1152,431007,11,27:25:00,27:27:00
1152,434001,12,28:17:00,28:45:00
1152,31856,13,29:02:00,29:14:00
1152,8100035,14,29:23:00,29:25:00
1152,8100173,15,29:52:00,29:54:00
1152,8100032,16,30:32:00,30:34:00
1152,8100516,17,32:17:00,32:23:00
1152,31070,18,33:12:00,33:15:00
1152,10033,19,33:21:00,33:24:00
1152,131367,2,11:18:00,11:25:00
1152,8100004,20,33:26:00,34:15:00
1152,131664,3,11:32:00,11:35:00
1152,131763,4,,
1152,132068,5,11:42:00,11:42:00
1152,766600,6,17:20:00,17:20:00
1152,7800012,7,18:42:00,18:43:00
1152,762609,8,19:42:00,19:53:00
1152,7900017,9,25:57:00,26:25:00
1153,132068,1,15:53:00,15:53:00
1153,8100032,10,20:21:00,20:23:00
1153,8100173,11,20:59:00,21:02:00
1153,8100035,12,21:23:00,21:24:00
1153,31856,13,21:34:00,21:48:00
1153,434001,14,22:03:00,22:05:00
1153,431007,15,22:54:00,22:56:00
1153,7900018,16,23:31:00,23:32:00
1153,7900017,17,23:56:00,24:12:00
1153,762609,18,29:49:00,29:51:00
1153,7800012,19,30:46:00,30:58:00
1153,131763,2,,
1153,766600,20,32:10:00,32:10:00
1153,131664,3,,
1153,131367,4,16:08:00,16:20:00
1153,8100004,6,17:22:00,18:05:00
1153,10033,7,18:08:00,18:23:00
1153,31070,8,18:28:00,18:30:00
1153,8100516,9,18:57:00,18:59:00
11621,132068,1,0:07:00,0:07:00
11621,136465,10,,
11621,131516,100,,
11621,131417,101,,
11621,131615,102,,
11621,131714,104,,
11621,132100,105,,
11621,132001,107,3:58:00,4:00:00
11621,132209,108,,
11621,132407,110,,
11621,132308,112,,
11621,132506,114,4:18:00,4:18:00
11621,136564,12,,
